0,SNAPC5
1,RNF169
2,ARHGAP10
3,SSH2
4,GTF2B
5,RP3-510H16.3
6,EIF3J
7,MTCH2
8,SMAD2
9,DOCK8
10,CHMP1B
11,TCEAL1
12,LSMD1
13,TMED9
14,RNASE6
15,TMX3
16,RETSAT
17,SERPINB8
18,NME3
19,PRKAB2
20,PICK1
21,YRDC
22,GOLGA4
23,SPSB2
24,PDK1
25,ZNF274
26,INSIG2
27,AC091729.9
28,AC018755.1
29,DYM
30,HLA-DQA1
31,CHCHD2
32,H1FX
33,ZEB2-AS1
34,NDNL2
35,VPS13A
36,CTD-2521M24.9
37,PGGT1B
38,GPR150
39,NDUFB7
40,GIT1
41,CYB561D1
42,TET3
43,RP11-326C3.11
44,BOLA2B
45,ARL1
46,CCDC78
47,WIPF2
48,GRAP
49,RGL1
50,RNF19A
51,CCNJ
52,SEMA7A
53,RP11-309M23.1
54,RP11-456D7.1
55,BTBD6
56,SC5D
57,BCLAF1
58,SNX20
59,SNAI3
60,MZF1
61,MAP2K5
62,SLC5A6
63,UVRAG
64,CNKSR1
65,C2CD4D
66,ZNF583
67,AP000476.1
68,PDE7A
69,ZMYM3
70,CEP78
71,ADAT1
72,COX7A2
73,KCTD7
74,PBRM1
75,LPCAT2
76,LTBR
77,CTD-2012K14.7
78,GEMIN2
79,ITPRIP
80,INO80D
81,ZNF813
82,ENTPD7
83,ZNF780A
84,CCDC176
85,PHACTR4
86,APOLD1
87,PTGDS
88,RP11-333E1.1
89,ACO1
90,OPA1
91,FAM131A
92,FAM86C1
93,UFM1
94,SNAPC2
95,EPT1
96,SNX13
97,MYO16
98,RP11-442H21.2
99,LHFP
100,ZFP14
101,POLG2
102,SLC25A53
103,FKBP4
104,PIGO
105,DICER1-AS1
106,JUND
107,C11orf73
108,ABCB8
109,B4GALNT3
110,C4orf46
111,ICAM3
112,AP1S3
113,INPP5A
114,COQ10A
115,RP5-821D11.7
116,OTUD3
117,ATPIF1
118,SLC40A1
119,RNASE4
120,ABCC1
121,DENR
122,HGD
123,KIF2A
124,FKBP9
125,TELO2
